,,avg down time per resource,aircraft,total down time,registration number,downs,total tail down time,avg tail down time,downed,upped,duration,downed reason,squawk,comments
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU54 N65TH,35,1756:21:00,50:11:00,3/13/2024 12:29,3/13/2024 17:45,5:16,downed by ETA,Engine,bad cht probe
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU54 N65TH,35,1756:21:00,50:11:00,4/9/2024 8:51,4/10/2024 14:38,29:47:00,downed by ETA,50 Hr Inspect,50 Hr Inspection
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU54 N65TH,35,1756:21:00,50:11:00,2/5/2024 11:25,2/5/2024 17:19,5:54,downed by ETA,Engine,"engine temp invalid, and over 500 degrees"
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU54 N65TH,35,1756:21:00,50:11:00,6/7/2024 10:01,6/7/2024 14:58,4:57,downed by ETA,Avionics,Transponder INOP
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU54 N65TH,35,1756:21:00,50:11:00,6/11/2024 19:55,6/11/2024 20:07,0:12,Inspection,Other,"""Stall Warning horn busted"""""""
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU54 N65TH,35,1756:21:00,50:11:00,6/13/2024 13:18,6/17/2024 12:04,94:46:00,Inspection,,#2
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU54 N65TH,35,1756:21:00,50:11:00,7/24/2024 15:38,8/2/2024 15:57,216:19:00,downed by ETA,50 Hr Inspect,Time out
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU54 N65TH,35,1756:21:00,50:11:00,5/22/2024 6:58,5/23/2024 10:58,28:00:00,Inspection,,#1
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU54 N65TH,35,1756:21:00,50:11:00,6/22/2024 20:17,6/24/2024 9:48,37:31:00,downed by ETA,Aircraft Malfunc,Stall horn inop
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU54 N65TH,35,1756:21:00,50:11:00,7/1/2024 11:44,7/2/2024 16:06,28:22:00,downed by ETA,50 Hr Inspect,time
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU54 N65TH,35,1756:21:00,50:11:00,7/20/2024 14:39,7/22/2024 15:18,48:39:00,downed by ETA,Engine,Bad starter
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU54 N65TH,35,1756:21:00,50:11:00,8/15/2024 7:08,8/15/2024 7:35,0:27,Squawk,,camloc
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU54 N65TH,35,1756:21:00,50:11:00,8/15/2024 16:35,8/19/2024 9:11,88:36:00,downed by ETA,Airframe,"nosewheel ""extra shakey"""
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU54 N65TH,35,1756:21:00,50:11:00,4/26/2024 11:37,4/27/2024 14:17,26:40:00,downed by ETA,50 Hr Inspect,timed out
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU54 N65TH,35,1756:21:00,50:11:00,5/31/2024 11:41,6/5/2024 9:19,117:38:00,downed by ETA,Engine,Low alt 2 0amps
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU54 N65TH,35,1756:21:00,50:11:00,7/8/2024 16:19,7/8/2024 17:19,1:00,downed by ETA,Aircraft Malfunc,Trim malfunction
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU54 N65TH,35,1756:21:00,50:11:00,8/21/2024 13:41,8/23/2024 10:22,44:41:00,downed by ETA,50 Hr Inspect,Out of time
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU54 N65TH,35,1756:21:00,50:11:00,9/17/2024 11:25,9/27/2024 10:30,239:05:00,downed by ETA,Avionics,invalid fuel remaining alert constantly displays after fuel is reset
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU54 N65TH,35,1756:21:00,50:11:00,9/30/2024 10:16,9/30/2024 15:05,4:49,Inspection,,411/413
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU54 N65TH,35,1756:21:00,50:11:00,11/7/2024 6:51,11/7/2024 14:04,7:13,Squawk,,test flight
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU54 N65TH,35,1756:21:00,50:11:00,11/7/2024 17:48,11/8/2024 10:22,16:34,downed by ETA,Other,transponder not working
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU54 N65TH,35,1756:21:00,50:11:00,10/25/2024 6:47,11/7/2024 6:51,312:04:00,Inspection,,#2
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU54 N65TH,35,1756:21:00,50:11:00,10/2/2024 12:47,10/2/2024 14:05,1:18,downed by ETA,Airframe,maint req
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU54 N65TH,35,1756:21:00,50:11:00,11/13/2024 11:12,11/13/2024 16:56,5:44,downed by ETA,Other,right brake malfunction
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU54 N65TH,35,1756:21:00,50:11:00,9/10/2024 12:23,9/11/2024 18:22,29:59:00,downed by ETA,50 Hr Inspect,Timed out
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU54 N65TH,35,1756:21:00,50:11:00,9/16/2024 14:02,9/16/2024 15:33,1:31,downed by ETA,Other,MFD inop fuel quantity
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU54 N65TH,35,1756:21:00,50:11:00,10/3/2024 16:21,10/4/2024 8:43,16:22,downed by ETA,Other,Lack of break pressure
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU54 N65TH,35,1756:21:00,50:11:00,10/4/2024 16:25,10/9/2024 14:43,118:18:00,downed by ETA,50 Hr Inspect,Timed
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU54 N65TH,35,1756:21:00,50:11:00,12/13/2024 18:09,12/17/2024 9:47,87:38:00,downed by ETA,50 Hr Inspect,out of time
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU55 N140AF,22,3410:46:00,155:02:00,2/7/2024 11:34,2/7/2024 13:44,2:10,downed by ETA,Other,Alt 1 wont come on
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU55 N140AF,22,3410:46:00,155:02:00,3/21/2024 16:57,3/22/2024 17:37,24:40:00,Inspection,,#2
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU55 N140AF,22,3410:46:00,155:02:00,3/28/2024 16:01,3/29/2024 12:46,20:45,Squawk,,
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU55 N140AF,22,3410:46:00,155:02:00,3/29/2024 19:29,3/30/2024 13:59,18:30,downed by ETA,Airframe,flap overspeed
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU55 N140AF,22,3410:46:00,155:02:00,2/8/2024 17:00,2/9/2024 14:19,21:19,downed by ETA,50 Hr Inspect,1.3 left
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU55 N140AF,22,3410:46:00,155:02:00,2/25/2024 13:16,2/29/2024 9:34,92:18:00,downed by ETA,50 Hr Inspect,time
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU55 N140AF,22,3410:46:00,155:02:00,7/27/2024 12:23,7/29/2024 17:27,53:04:00,downed by ETA,50 Hr Inspect,time
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU55 N140AF,22,3410:46:00,155:02:00,5/20/2024 6:12,5/20/2024 7:14,1:02,Inspection,,#?
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU55 N140AF,22,3410:46:00,155:02:00,8/1/2024 15:21,8/8/2024 8:46,161:25:00,Squawk,Avionics,"ADAHRS 2 inop, didnt fix after reset"
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU55 N140AF,22,3410:46:00,155:02:00,4/10/2024 12:02,4/10/2024 12:16,0:14,Squawk,,Tempi-labels black
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU55 N140AF,22,3410:46:00,155:02:00,5/23/2024 13:51,5/24/2024 15:23,25:32:00,Squawk,,RIFD switching from fast erect to failed in flight
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU55 N140AF,22,3410:46:00,155:02:00,8/13/2024 16:34,11/26/2024 15:54,2519:20:00,Squawk,Avionics,adahrs 2 failure
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU55 N140AF,22,3410:46:00,155:02:00,4/29/2024 11:33,4/29/2024 14:48,3:15,downed by ETA,Other,ADAHRS mis compare
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU55 N140AF,22,3410:46:00,155:02:00,5/20/2024 11:16,5/22/2024 16:13,52:57:00,Squawk,,ADAHRS 2 will not align
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU55 N140AF,22,3410:46:00,155:02:00,6/28/2024 11:37,7/2/2024 15:28,99:51:00,downed by ETA,50 Hr Inspect,Timed out
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU55 N140AF,22,3410:46:00,155:02:00,7/2/2024 16:03,7/3/2024 7:47,15:44,Inspection,,paperwork
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU55 N140AF,22,3410:46:00,155:02:00,4/15/2024 14:18,4/16/2024 14:36,24:18:00,Inspection,,#4
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU55 N140AF,22,3410:46:00,155:02:00,5/4/2024 12:08,5/7/2024 6:58,66:50:00,Inspection,50 Hr Inspect,Timed Out
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU55 N140AF,22,3410:46:00,155:02:00,7/13/2024 16:35,7/17/2024 10:56,90:21:00,downed by ETA,Other,"trim issue, ap turns off"
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU55 N140AF,22,3410:46:00,155:02:00,7/25/2024 9:18,7/25/2024 10:26,1:08,downed by ETA,Other,engine roughness when idling
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU55 N140AF,22,3410:46:00,155:02:00,7/31/2024 16:44,8/1/2024 7:38,14:54,downed by ETA,Avionics,ADAHRS 2 would not align
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU55 N140AF,22,3410:46:00,155:02:00,12/13/2024 11:40,12/17/2024 16:49,101:09:00,downed by ETA,Other,time
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU56 N91SA,43,1516:30:00,35:16:00,1/29/2024 8:08,2/1/2024 7:16,71:08:00,Squawk,,STARBASE.  Will need visual b4 RTS.
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU56 N91SA,43,1516:30:00,35:16:00,2/4/2024 17:29,2/6/2024 13:11,43:42:00,downed by ETA,50 Hr Inspect,timed out
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU56 N91SA,43,1516:30:00,35:16:00,2/6/2024 13:10,2/7/2024 14:53,25:43:00,Inspection,,#2 insp
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU56 N91SA,43,1516:30:00,35:16:00,3/15/2024 14:58,3/16/2024 11:38,20:40,downed by ETA,Engine,high oil pressure during entire flight
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU56 N91SA,43,1516:30:00,35:16:00,2/19/2024 14:10,2/19/2024 14:36,0:26,downed by ETA,Airframe,flaps stuck at 100
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU56 N91SA,43,1516:30:00,35:16:00,2/23/2024 16:52,2/29/2024 10:44,137:52:00,downed by ETA,50 Hr Inspect,down for hours
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU56 N91SA,43,1516:30:00,35:16:00,3/13/2024 14:10,3/14/2024 15:17,25:07:00,downed by ETA,Other,"high oil pressure, high cht"
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU56 N91SA,43,1516:30:00,35:16:00,3/29/2024 17:46,4/1/2024 8:37,62:51:00,downed by ETA,Avionics,gps 2 fault
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU56 N91SA,43,1516:30:00,35:16:00,3/28/2024 11:47,3/29/2024 11:14,23:27,downed by ETA,50 Hr Inspect,Time
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU56 N91SA,43,1516:30:00,35:16:00,1/21/2024 11:19,1/22/2024 9:39,22:20,downed by ETA,Other,cht temps high 438
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU56 N91SA,43,1516:30:00,35:16:00,3/12/2024 13:44,3/13/2024 9:29,19:45,downed by ETA,Engine,"High oil temp, low oil pressure"
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU56 N91SA,43,1516:30:00,35:16:00,5/13/2024 16:48,5/14/2024 10:02,17:14,downed by ETA,Propeller,"Prop overspeed, downed as cited in last squawk"
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU56 N91SA,43,1516:30:00,35:16:00,5/16/2024 17:42,5/17/2024 15:59,22:17,downed by ETA,50 Hr Inspect,Time
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU56 N91SA,43,1516:30:00,35:16:00,8/5/2024 6:50,8/6/2024 9:43,26:53:00,Inspection,,#2
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU56 N91SA,43,1516:30:00,35:16:00,5/2/2024 15:00,5/2/2024 15:23,0:23,downed by ETA,Avionics,gps issue
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU56 N91SA,43,1516:30:00,35:16:00,6/26/2024 21:31,6/27/2024 8:07,10:36,downed by ETA,Avionics,com 1 inop
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU56 N91SA,43,1516:30:00,35:16:00,7/15/2024 18:02,7/18/2024 11:34,65:32:00,downed by ETA,50 Hr Inspect,Out of time
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU56 N91SA,43,1516:30:00,35:16:00,5/29/2024 23:29,5/30/2024 8:46,9:17,downed by ETA,Avionics,ahars 1 and gps 1 fault
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU56 N91SA,43,1516:30:00,35:16:00,5/30/2024 12:52,5/30/2024 13:18,0:26,downed by ETA,Airframe,Flaps will not come up
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU56 N91SA,43,1516:30:00,35:16:00,6/1/2024 11:47,6/6/2024 16:22,124:35:00,downed by ETA,50 Hr Inspect,time
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU56 N91SA,43,1516:30:00,35:16:00,6/22/2024 11:27,6/25/2024 16:03,76:36:00,downed by ETA,50 Hr Inspect,Time
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU56 N91SA,43,1516:30:00,35:16:00,4/18/2024 16:02,4/22/2024 9:25,89:23:00,downed by ETA,Engine,cylinder temp high reading
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU56 N91SA,43,1516:30:00,35:16:00,4/23/2024 16:24,4/26/2024 10:42,66:18:00,downed by ETA,50 Hr Inspect,Down for Mx
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU56 N91SA,43,1516:30:00,35:16:00,5/10/2024 9:58,5/10/2024 11:17,1:19,downed by ETA,Propeller,sustained prop overspeed
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU56 N91SA,43,1516:30:00,35:16:00,5/24/2024 13:24,5/24/2024 17:31,4:07,downed by ETA,Other,high oil pressure
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU56 N91SA,43,1516:30:00,35:16:00,5/4/2024 15:35,5/6/2024 12:06,44:31:00,downed by ETA,Engine,Low alt 2
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU56 N91SA,43,1516:30:00,35:16:00,6/13/2024 13:14,6/14/2024 9:10,19:56,downed by ETA,Other,"hard landing, fuel indicator says right tank gauge is showing a false reading of low"
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU56 N91SA,43,1516:30:00,35:16:00,10/9/2024 16:05,10/10/2024 14:55,22:50,downed by ETA,Engine,Oil Pressure
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU56 N91SA,43,1516:30:00,35:16:00,8/26/2024 13:49,8/28/2024 15:18,49:29:00,Squawk,Engine,"Oil temp sustained in red, MFD malfunction"
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU56 N91SA,43,1516:30:00,35:16:00,9/3/2024 8:45,9/3/2024 9:48,1:03,Squawk,,Wheel fairing loose
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU56 N91SA,43,1516:30:00,35:16:00,9/10/2024 22:52,9/11/2024 9:04,10:12,downed by ETA,Other,fms knob not working right see sqwak for comments
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU56 N91SA,43,1516:30:00,35:16:00,9/12/2024 20:02,9/14/2024 8:16,36:14:00,downed by ETA,50 Hr Inspect,timed out
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU56 N91SA,43,1516:30:00,35:16:00,10/4/2024 18:51,10/7/2024 15:20,68:29:00,Inspection,,
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU56 N91SA,43,1516:30:00,35:16:00,11/5/2024 12:06,11/5/2024 18:19,6:13,Inspection,,#2
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU56 N91SA,43,1516:30:00,35:16:00,11/12/2024 19:54,11/13/2024 8:05,12:11,downed by ETA,Engine,MAP fluctuated by 3 inches
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU56 N91SA,43,1516:30:00,35:16:00,8/21/2024 12:40,8/21/2024 13:45,1:05,downed by ETA,Other,"Hard landing, precautionary squawk"
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU56 N91SA,43,1516:30:00,35:16:00,8/21/2024 19:45,8/23/2024 11:08,39:23:00,downed by ETA,50 Hr Inspect,time
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU56 N91SA,43,1516:30:00,35:16:00,9/3/2024 18:20,9/4/2024 11:38,17:18,downed by ETA,Other,"mfd not responsive, no engine instruments"
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU56 N91SA,43,1516:30:00,35:16:00,9/30/2024 6:40,10/2/2024 14:03,55:23:00,Squawk,,oil psi
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU56 N91SA,43,1516:30:00,35:16:00,10/23/2024 17:23,10/24/2024 17:51,24:28:00,downed by ETA,Other,Alt 2 failure
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU56 N91SA,43,1516:30:00,35:16:00,11/19/2024 9:26,11/19/2024 9:44,0:18,Squawk,,"PFD indicating 24kts while stationary, power idle engine off, and calm winds"
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU56 N91SA,43,1516:30:00,35:16:00,12/13/2024 16:00,12/17/2024 12:04,92:04:00,downed by ETA,50 Hr Inspect,timed out
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU56 N91SA,43,1516:30:00,35:16:00,12/2/2024 15:35,12/4/2024 15:01,47:26:00,downed by ETA,Avionics,24 knots when plane not moving
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU57 N651BS,34,5902:26:00,173:36:00,3/23/2024 12:30,3/25/2024 7:39,43:09:00,downed by ETA,50 Hr Inspect,Time
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU57 N651BS,34,5902:26:00,173:36:00,3/25/2024 17:27,3/28/2024 8:27,63:00:00,downed by ETA,50 Hr Inspect,Downed for Inspection
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU57 N651BS,34,5902:26:00,173:36:00,2/2/2024 20:07,2/3/2024 10:26,14:19,downed by ETA,Avionics,IFD 2 fail
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU57 N651BS,34,5902:26:00,173:36:00,2/9/2024 16:58,2/13/2024 9:33,88:35:00,downed by ETA,50 Hr Inspect,down for time
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU57 N651BS,34,5902:26:00,173:36:00,2/16/2024 11:19,2/26/2024 17:06,245:47:00,downed by ETA,Other,Autopilot and pitot heat inop
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU57 N651BS,34,5902:26:00,173:36:00,3/1/2024 13:36,3/11/2024 11:46,238:10:00,downed by ETA,Avionics,pfd 2 unresponsive
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU57 N651BS,34,5902:26:00,173:36:00,5/10/2024 18:22,5/14/2024 11:18,88:56:00,downed by ETA,50 Hr Inspect,Timed out
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU57 N651BS,34,5902:26:00,173:36:00,5/29/2024 15:18,5/31/2024 11:01,43:43:00,downed by ETA,50 Hr Inspect,Timed out
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU57 N651BS,34,5902:26:00,173:36:00,6/4/2024 14:50,6/5/2024 7:13,16:23,downed by ETA,Engine,mag issue
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU57 N651BS,34,5902:26:00,173:36:00,6/20/2024 7:02,6/20/2024 13:45,6:43,Inspection,,#2
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU57 N651BS,34,5902:26:00,173:36:00,7/16/2024 14:25,7/19/2024 8:22,65:57:00,downed by ETA,Aircraft Malfunc,Throttle Lever Stuck
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU57 N651BS,34,5902:26:00,173:36:00,6/15/2024 12:23,6/17/2024 10:34,46:11:00,downed by ETA,Other,alt 2 failed
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU57 N651BS,34,5902:26:00,173:36:00,7/19/2024 10:09,7/22/2024 10:16,72:07:00,downed by ETA,Engine,Alt 2
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU57 N651BS,34,5902:26:00,173:36:00,7/22/2024 19:32,7/23/2024 8:26,12:54,downed by ETA,Other,Right nav light INOP
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU57 N651BS,34,5902:26:00,173:36:00,7/24/2024 16:00,7/25/2024 12:59,20:59,downed by ETA,Airframe,Wheel inspection
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU57 N651BS,34,5902:26:00,173:36:00,8/3/2024 16:07,8/6/2024 14:05,69:58:00,downed by ETA,50 Hr Inspect,Time
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU57 N651BS,34,5902:26:00,173:36:00,4/15/2024 13:48,4/16/2024 9:47,19:59,Squawk,Engine,high oil pressure; around 90 psi
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU57 N651BS,34,5902:26:00,173:36:00,5/6/2024 18:43,5/7/2024 9:55,15:12,downed by ETA,Other,Nosewheel bald
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU57 N651BS,34,5902:26:00,173:36:00,7/11/2024 20:40,7/12/2024 7:00,10:20,downed by ETA,Other,Broken door latch
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU57 N651BS,34,5902:26:00,173:36:00,4/16/2024 16:11,4/18/2024 15:04,46:53:00,downed by ETA,50 Hr Inspect,50 Hr. Inspection
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU57 N651BS,34,5902:26:00,173:36:00,5/20/2024 6:10,5/20/2024 11:41,5:31,Squawk,,strobe
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU57 N651BS,34,5902:26:00,173:36:00,7/8/2024 10:39,7/10/2024 16:00,53:21:00,downed by ETA,50 Hr Inspect,Time out
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU57 N651BS,34,5902:26:00,173:36:00,7/15/2024 13:22,7/16/2024 13:04,23:42,downed by ETA,Engine,bad right mag
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU57 N651BS,34,5902:26:00,173:36:00,7/27/2024 9:38,7/29/2024 11:58,50:20:00,downed by ETA,Engine,Right mag died during runup
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU57 N651BS,34,5902:26:00,173:36:00,8/20/2024 10:21,8/20/2024 11:58,1:37,Squawk,,LH Gear Fairing missing bolt
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU57 N651BS,34,5902:26:00,173:36:00,8/22/2024 15:33,8/26/2024 14:11,94:38:00,downed by ETA,50 Hr Inspect,timed out
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU57 N651BS,34,5902:26:00,173:36:00,11/6/2024 20:24,11/7/2024 9:11,12:47,downed by ETA,Airframe,loud thumping coming from right wheel
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU57 N651BS,34,5902:26:00,173:36:00,9/11/2024 17:34,9/26/2024 11:48,354:14:00,downed by ETA,50 Hr Inspect,Out of time
